CaseMasterID,CrimeNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CrimeRegisteredDate,CrimeRegisteredTime,OccurrenceFromDate,OccurrenceToDate,Latitude,Longitude,PlaceOfOffence,BriefFacts,IOEmployeeID,CaseStatus,Active
2677,100221002202600001,281,22,1,2,6,2,2026-06-24,01:52,2026-06-23,2026-06-24,12.323538,76.36862,"the sugar factory road, Mysuru","The complainant closed his provision store at the main road junction at Vidya Nagar, Mysuru at 23.15 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 414,000 was missing.",1743,Chargesheeted,Y
2678,300041002202400009,47,4,3,5,16,3,2024-10-15,01:09,2024-10-12,2024-10-15,13.283459,77.53138,"the bus stand, Bengaluru Urban","The accused was found illegally extracting and transporting minor mineral from the river bed near the petrol bunk at Basaveshwara Nagar, Bengaluru Urban using a TVS XL moped. No royalty receipt or transport permit was produced.",262,Closed NC,Y
2679,100221002202500002,281,22,1,2,6,2,2025-11-10,04:44,2025-11-07,2025-11-10,12.397572,76.432391,"the bus stand, Mysuru","Unknown accused broke the shutter lock of the shop of the complainant situated at the taluk office at Vidya Nagar, Mysuru during night hours and committed theft of cash from the counter and goods worth Rs 349,500.",1749,Closed NC,Y
2680,100221002202500003,281,22,1,2,6,2,2025-11-04,03:34,2025-11-01,2025-11-04,12.314792,76.475219,"the APMC yard, Mysuru","Unknown accused broke the shutter lock of the shop of the complainant situated at the APMC yard at Halli, Mysuru during night hours and committed theft of cash from the counter and goods worth Rs 112,000.",1742,Chargesheeted,Y
2681,100051005202300001,61,5,1,2,6,2,2023-03-28,01:34,2023-03-26,2023-03-28,13.542224,77.725918,"the petrol bunk, Bengaluru Rural","Accused persons gained entry into the locked house at Ashok Nagar, Bengaluru Rural by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 304,500.",343,Chargesheeted,Y
2682,100211008202400003,276,21,1,2,10,3,2024-02-20,01:27,2024-02-20,2024-02-20,12.706787,76.711888,"the main road junction, Mandya","Unknown persons loaded 12 cattle belonging to the complainant from the grazing ground near Traffic, Mandya into a lorry and transported them away. Value of the cattle is Rs 399,500.",1718,Chargesheeted,Y
2683,100211008202200002,276,21,1,2,10,3,2022-07-23,04:23,2022-07-21,2022-07-23,12.668868,76.757002,"the petrol bunk, Mandya","The complainant had tied his cattle in the shed adjoining his house at the taluk office at Extension, Mandya. During the night the accused untied and took away 10 head of cattle valued at Rs 59,000 in a goods vehicle.",1722,Chargesheeted,Y
2684,300031001202500013,36,3,3,5,16,3,2025-02-08,00:35,2025-02-07,2025-02-08,15.982871,74.501101,"the government hospital, Belagavi","During night patrolling near the river bed at Bazaar, Belagavi a Mahindra Bolero pickup bearing registration KA13UE5409 was found transporting sand without a valid permit. The vehicle and 3 units of sand valued at Rs 92,000 were seized.",186,Chargesheeted,Y
2685,100081006202200002,99,8,1,4,12,2,2022-12-31,16:17,2022-12-31,2022-12-31,13.219129,77.826991,"the government hospital, Chikkaballapur","ಆರೋಪಿಯು the sugar factory road at Town, Chikkaballapur ನಲ್ಲಿ ಹಣಕಾಸು ಸಂಸ್ಥೆಯ ಮಾಲೀಕನೆಂದು ಹೇಳಿಕೊಂಡು ದೂರುದಾರರಿಂದ ಠೇವಣಿ ಸಂಗ್ರಹಿಸಿ, ನಂತರ ಕಚೇರಿ ಮುಚ್ಚಿ ಪರಾರಿಯಾಗಿರುತ್ತಾನೆ. ವಂಚಿಸಿದ ಮೊತ್ತ ರೂ 346,500.",597,Chargesheeted,Y
2686,100081006202300009,99,8,1,4,12,2,2023-11-19,10:57,2023-11-18,2023-11-19,13.218182,77.919816,"the railway station, Chikkaballapur","The accused induced the complainant to invest in a chit scheme operated from the petrol bunk at Town, Chikkaballapur, collected Rs 331,000 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",597,Chargesheeted,Y
2687,100081006202300010,99,8,1,4,12,2,2023-09-05,13:30,2023-09-05,2023-09-05,13.345953,77.839706,"the housing board colony, Chikkaballapur","The accused induced the complainant to invest in a chit scheme operated from the taluk office at Jayanagar, Chikkaballapur, collected Rs 407,500 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",598,Under Investigation,Y
2688,300231003202200002,298,23,3,5,15,2,2022-05-27,19:05,2022-05-25,2022-05-27,16.26398,77.759515,"the college ground, Raichur","Acting on information the staff conducted a check near Bazaar, Raichur. The accused was found in possession of 40 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",1856,Chargesheeted,Y
2689,300231003202200003,298,23,3,5,15,2,2022-12-31,10:11,2022-12-28,2022-12-31,16.179544,77.725267,"the sugar factory road, Raichur","ಮಾಹಿತಿಯ ಮೇರೆಗೆ the vegetable market at Basaveshwara Nagar, Raichur ಬಳಿ ತಪಾಸಣೆ ನಡೆಸಿದಾಗ ಆರೋಪಿಯು 40 ಕಿಲೋ ಗಾಂಜಾವನ್ನು ಗೋಣಿಚೀಲದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವುದು ಕಂಡುಬಂದಿದ್ದು, ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",1855,Closed False,Y
2690,300231006202400002,302,23,3,5,14,3,2024-06-16,21:31,2024-06-15,2024-06-16,16.130183,76.971276,"the bus stand, Raichur","On credible information a raid was conducted near Camp, Raichur at about 00.45 hours. The accused was found transporting 9 boxes of Indian made liquor without a valid permit in a Royal Enfield motorcycle. Contraband valued at Rs 73,500 was seized.",1875,Chargesheeted,Y
2691,100041004202400028,49,4,1,2,8,2,2024-06-06,10:08,2024-06-06,2024-06-06,13.09233,77.476468,"the APMC yard, Bengaluru Urban","While the complainant was returning from the temple near the college ground at Shivaji Nagar, Bengaluru Urban, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 12 grams valued at Rs 53,500 was taken.",273,Chargesheeted,Y
2692,300031007202100001,43,3,3,5,15,2,2021-11-22,18:53,2021-11-19,2021-11-22,15.677901,74.495199,"the petrol bunk, Belagavi","Acting on information the staff conducted a check near the main road junction at Shivaji Nagar, Belagavi. The accused was found in possession of 24 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",242,Chargesheeted,Y
2693,300221010202400002,291,22,3,5,14,3,2024-06-22,22:35,2024-06-21,2024-06-22,12.017416,76.496938,"the taluk office, Mysuru","During patrolling near Town, Mysuru the accused was found in possession of 7 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA14DG5299 were seized under panchanama.",1808,Chargesheeted,Y
2694,300031007202200006,43,3,3,5,15,2,2022-10-14,12:57,2022-10-14,2022-10-14,15.64385,74.517952,"the petrol bunk, Belagavi","Acting on information the staff conducted a check near Kote, Belagavi. The accused was found in possession of 12 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",243,Chargesheeted,Y
2695,100051005202200001,61,5,1,2,5,3,2022-06-13,03:27,2022-06-10,2022-06-13,13.621126,77.791511,"the college ground, Bengaluru Rural","The complainant parked his Mahindra Bolero pickup near the college ground at Market, Bengaluru Rural and went inside. At about 05.45 hours he found the vehicle had been stolen. The handle lock was found broken and lying at the spot. Value of the vehicle is Rs 434,000.",351,Chargesheeted,Y
2696,100051001202300001,56,5,1,2,5,3,2023-07-13,01:27,2023-07-13,2023-07-13,13.025517,77.823574,"the petrol bunk, Bengaluru Rural","The complainant parked his Honda Activa scooter near the main road junction at Kote, Bengaluru Rural and went inside. At about 06.45 hours he found the vehicle had been stolen. The handle lock was found broken and lying at the spot. Value of the vehicle is Rs 128,000.",310,Closed NC,Y
2697,100251007202600005,323,25,1,2,6,2,2026-03-02,03:54,2026-02-28,2026-03-02,13.74594,75.856857,"the railway station, Shivamogga","Unknown accused broke the shutter lock of the shop of the complainant situated at the temple street at Traffic, Shivamogga during night hours and committed theft of cash from the counter and goods worth Rs 324,000.",1994,Closed False,Y
2698,300161009202400001,206,16,3,5,14,3,2024-01-30,19:22,2024-01-30,2024-01-30,14.871079,75.57584,"the main road junction, Haveri","On credible information a raid was conducted near Traffic, Haveri at about 03.00 hours. The accused was found transporting 6 boxes of Indian made liquor without a valid permit in a Bajaj Pulsar motorcycle. Contraband valued at Rs 297,500 was seized.",1255,Chargesheeted,Y
2699,100291013202600002,378,29,1,1,3,4,2026-03-21,21:28,2026-03-19,2026-03-21,16.716641,75.964712,"the bus stand, Vijayapura","On 04.45 hours near the college ground at Cantonment, Vijayapura the accused picked up a quarrel with the complainant regarding flow of drain water, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",2344,Chargesheeted,Y
2700,100011001202500002,8,1,1,1,1,1,2025-12-10,03:47,2025-12-10,2025-12-10,16.231869,75.866817,"the APMC yard, Bagalkot","On account of a long standing dispute over parking of a vehicle, the accused waylaid the deceased near the petrol bunk at Women, Bagalkot at about 13.45 hours and assaulted him on the head with a chopper resulting in his death on the spot.",1,Chargesheeted,Y
2701,100011001202600002,8,1,1,1,1,1,2026-02-23,00:41,2026-02-20,2026-02-23,16.179122,75.85612,"the temple street, Bagalkot","The deceased was found lying in a pool of blood near the main road junction at Town, Bagalkot. Investigation reveals that the accused, over a dispute regarding flow of drain water, stabbed the deceased with a knife causing fatal injuries.",9,Chargesheeted,Y
2702,100011001202500003,8,1,1,1,1,1,2025-11-15,03:04,2025-11-15,2025-11-15,16.125772,75.844595,"the housing board colony, Bagalkot","On account of a long standing dispute over a previous quarrel between the families, the accused waylaid the deceased near Gandhi Nagar, Bagalkot at about 06.15 hours and assaulted him on the head with a chopper resulting in his death on the spot.",1,Closed False,Y
2703,300041001202300014,46,4,3,5,14,3,2023-03-28,19:58,2023-03-27,2023-03-28,12.740572,77.599622,"the taluk office, Bengaluru Urban","During patrolling near Industrial Area, Bengaluru Urban the accused was found in possession of 10 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA59WD9468 were seized under panchanama.",254,Under Investigation,Y
2704,300041001202300015,46,4,3,5,14,3,2023-06-12,01:13,2023-06-11,2023-06-12,12.732469,77.614787,"the petrol bunk, Bengaluru Urban","During patrolling near the temple street at Shivaji Nagar, Bengaluru Urban the accused was found in possession of 11 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA58FY9436 were seized under panchanama.",255,Chargesheeted,Y
2705,100041001202200008,46,4,1,2,5,3,2022-07-31,00:44,2022-07-29,2022-07-31,12.793015,77.591034,"the vegetable market, Bengaluru Urban","ದೂರುದಾರರು ತಮ್ಮ Maruti Omni van ವಾಹನ ಸಂಖ್ಯೆ KA53MU5654 ಅನ್ನು Kote, Bengaluru Urban ಬಳಿ ನಿಲ್ಲಿಸಿದ್ದು, 06.30 ಗಂಟೆ ಸುಮಾರಿಗೆ ವಾಹನ ಕಾಣೆಯಾಗಿರುತ್ತದೆ. ಆರೋಪಿಯು ಹ್ಯಾಂಡಲ್ ಲಾಕ್ ಮುರಿದು ಕಳವು ಮಾಡಿರುತ್ತಾನೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 216,500.",254,Chargesheeted,Y
2706,300261004202400002,332,26,3,5,14,3,2024-12-23,19:02,2024-12-22,2024-12-23,13.141319,77.247643,"the taluk office, Tumakuru","During patrolling near Kote, Tumakuru the accused was found in possession of 5 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA01HT1703 were seized under panchanama.",2047,Chargesheeted,Y
2707,300221008202300001,288,22,3,5,14,3,2023-02-04,20:42,2023-02-04,2023-02-04,12.095372,76.671667,"the vegetable market, Mysuru","On credible information a raid was conducted near the temple street at Vidya Nagar, Mysuru at about 20.00 hours. The accused was found transporting 7 boxes of Indian made liquor without a valid permit in a auto rickshaw. Contraband valued at Rs 378,000 was seized.",1793,Chargesheeted,Y
2708,300071001202100001,83,7,3,5,14,3,2021-10-24,22:56,2021-10-24,2021-10-24,11.715373,77.206714,"the APMC yard, Chamarajanagar","ಖಚಿತ ಮಾಹಿತಿಯ ಮೇರೆಗೆ the sugar factory road at Jayanagar, Chamarajanagar ಬಳಿ ದಾಳಿ ನಡೆಸಲಾಯಿತು. ಆರೋಪಿಯು ಪರವಾನಗಿ ಇಲ್ಲದೆ 4 ಪೆಟ್ಟಿಗೆ ಮದ್ಯವನ್ನು ಸಾಗಿಸುತ್ತಿದ್ದು, ರೂ 222,000 ಮೌಲ್ಯದ ಮಾಲನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",490,Chargesheeted,Y
2709,300131001202200001,158,13,3,5,15,2,2022-04-22,19:59,2022-04-21,2022-04-22,15.312194,75.192551,"the petrol bunk, Dharwad","Acting on information the staff conducted a check near the bus stand at Gandhi Nagar, Dharwad. The accused was found in possession of 32 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",955,Chargesheeted,Y
2710,300071001202200001,83,7,3,5,14,3,2022-01-31,19:46,2022-01-30,2022-01-31,11.792759,77.125507,"the taluk office, Chamarajanagar","ಖಚಿತ ಮಾಹಿತಿಯ ಮೇರೆಗೆ the APMC yard at Rural, Chamarajanagar ಬಳಿ ದಾಳಿ ನಡೆಸಲಾಯಿತು. ಆರೋಪಿಯು ಪರವಾನಗಿ ಇಲ್ಲದೆ 6 ಪೆಟ್ಟಿಗೆ ಮದ್ಯವನ್ನು ಸಾಗಿಸುತ್ತಿದ್ದು, ರೂ 427,500 ಮೌಲ್ಯದ ಮಾಲನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",485,Chargesheeted,Y
2711,300071001202100002,83,7,3,5,14,3,2021-10-23,00:09,2021-10-23,2021-10-23,11.812181,77.128568,"the college ground, Chamarajanagar","On credible information a raid was conducted near the railway station at Traffic, Chamarajanagar at about 05.15 hours. The accused was found transporting 3 boxes of Indian made liquor without a valid permit in a Tata 407 lorry. Contraband valued at Rs 367,000 was seized.",493,Chargesheeted,Y
2712,100211009202200001,277,21,1,2,6,2,2022-07-07,02:21,2022-07-06,2022-07-07,12.804462,76.62834,"the APMC yard, Mandya","Accused persons gained entry into the locked house at Ring Road, Mandya by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 28,500.",1731,Closed False,Y
2713,100301002202100001,382,30,1,2,9,1,2021-06-27,00:30,2021-06-27,2021-06-27,16.665921,77.08279,"the main road junction, Yadgir","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the main road junction at Vidya Nagar, Yadgir at about 10.30 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 129,500.",2363,Chargesheeted,Y
2714,100301002202100002,382,30,1,2,9,1,2021-08-26,00:50,2021-08-24,2021-08-26,16.672697,77.126188,"the petrol bunk, Yadgir","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near Camp, Yadgir at about 21.00 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 4,500.",2358,Chargesheeted,Y
2715,100171007202200001,219,17,1,4,13,3,2022-07-22,19:37,2022-07-20,2022-07-22,17.457258,76.564086,"the petrol bunk, Kalaburagi","Unknown accused obtained the card details of the complainant and made online transactions totalling Rs 31,500. The complainant had used his card last at the APMC yard at Halli, Kalaburagi.",1335,Chargesheeted,Y
2716,100041002202400010,47,4,1,2,6,2,2024-05-07,02:52,2024-05-07,2024-05-07,13.298324,77.405084,"the petrol bunk, Bengaluru Urban","During the intervening night unknown persons removed the window grill of the house situated at Vinoba Nagar, Bengaluru Urban, entered inside and committed theft of gold ornaments weighing 16 grams and cash. Total property value Rs 299,000.",262,Chargesheeted,Y
2717,300041002202600018,47,4,3,5,16,3,2026-05-03,02:49,2026-05-02,2026-05-03,13.23124,77.486048,"the housing board colony, Bengaluru Urban","The accused was found illegally extracting and transporting minor mineral from the river bed near Vinoba Nagar, Bengaluru Urban using a Yamaha FZ motorcycle. No royalty receipt or transport permit was produced.",260,Chargesheeted,Y
2718,100041002202400011,47,4,1,2,6,2,2024-08-15,03:12,2024-08-15,2024-08-15,13.297394,77.553797,"the APMC yard, Bengaluru Urban","ದೂರುದಾರರು Camp, Bengaluru Urban ನಲ್ಲಿರುವ ತಮ್ಮ ಮನೆಗೆ ಬೀಗ ಹಾಕಿ ಊರಿಗೆ ಹೋಗಿದ್ದರು. ವಾಪಸ್ ಬಂದಾಗ ಹಿಂಬಾಗಿಲು ಮುರಿದಿರುವುದು ಕಂಡುಬಂದಿದೆ. ಆರೋಪಿಗಳು ರಾತ್ರಿ ವೇಳೆ ಮನೆ ಪ್ರವೇಶಿಸಿ ಬೀರುವನ್ನು ಮುರಿದು ರೂ 80,000 ಮೌಲ್ಯದ ಚಿನ್ನಾಭರಣ ಮತ್ತು ನಗದು ಕಳವು ಮಾಡಿರುತ್ತಾರೆ.",262,Chargesheeted,Y
2719,100111002202400006,135,11,1,2,6,2,2024-12-22,00:42,2024-12-22,2024-12-22,12.704202,75.056652,"the vegetable market, Dakshina Kannada","Accused persons gained entry into the locked house at the vegetable market at Industrial Area, Dakshina Kannada by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 199,500.",812,Chargesheeted,Y
2720,100071006202500007,89,7,1,1,1,1,2025-09-16,03:22,2025-09-16,2025-09-16,11.741941,76.732273,"the college ground, Chamarajanagar","The deceased was found lying in a pool of blood near Rural, Chamarajanagar. Investigation reveals that the accused, over a dispute regarding grazing of cattle, stabbed the deceased with a knife causing fatal injuries.",537,Chargesheeted,Y
2721,100071006202500008,89,7,1,1,1,1,2025-12-20,22:29,2025-12-18,2025-12-20,11.718774,76.643736,"the bus stand, Chamarajanagar","a wage payment ವಿಚಾರವಾಗಿ ಬಹುದಿನಗಳ ವೈಷಮ್ಯದ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಆರೋಪಿಯು Traffic, Chamarajanagar ಬಳಿ ಮೃತರನ್ನು ತಡೆದು ಮಾರಕಾಯುಧದಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಸಾವಿಗೆ ಕಾರಣನಾಗಿರುತ್ತಾನೆ.",537,Chargesheeted,Y
2722,100071006202500009,89,7,1,1,1,1,2025-09-30,03:01,2025-09-27,2025-09-30,11.700558,76.756353,"the APMC yard, Chamarajanagar","flow of drain water ವಿಚಾರವಾಗಿ ಬಹುದಿನಗಳ ವೈಷಮ್ಯದ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಆರೋಪಿಯು Shivaji Nagar, Chamarajanagar ಬಳಿ ಮೃತರನ್ನು ತಡೆದು ಮಾರಕಾಯುಧದಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಸಾವಿಗೆ ಕಾರಣನಾಗಿರುತ್ತಾನೆ.",534,Chargesheeted,Y
2723,300261003202100001,330,26,3,5,15,2,2021-11-08,17:49,2021-11-07,2021-11-08,13.327139,76.872778,"the temple street, Tumakuru","During vehicle checking near the taluk office at Vidya Nagar, Tumakuru the accused travelling in a Honda Activa scooter bearing number KA36HE3859 was found transporting 20 kilograms of ganja. The substance tested positive on field kit and was seized.",2037,Chargesheeted,Y
2724,100071006202500010,89,7,1,1,1,1,2025-07-22,20:23,2025-07-22,2025-07-22,11.743791,76.655737,"the APMC yard, Chamarajanagar","The deceased was found lying in a pool of blood near Town, Chamarajanagar. Investigation reveals that the accused, over a dispute regarding an old money transaction, stabbed the deceased with a knife causing fatal injuries.",537,Chargesheeted,Y
2725,300101010202200001,129,10,3,5,15,2,2022-01-29,16:33,2022-01-28,2022-01-29,13.888502,76.376134,"the taluk office, Chitradurga","Acting on information the staff conducted a check near the housing board colony at Market, Chitradurga. The accused was found in possession of 16 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",779,Chargesheeted,Y
2726,100011002202300001,9,1,1,2,10,3,2023-05-15,01:28,2023-05-12,2023-05-15,16.416721,75.417602,"the bus stand, Bagalkot","ದೂರುದಾರರು Shivaji Nagar, Bagalkot ನಲ್ಲಿರುವ ತಮ್ಮ ಮನೆಯ ಕೊಟ್ಟಿಗೆಯಲ್ಲಿ ಜಾನುವಾರುಗಳನ್ನು ಕಟ್ಟಿದ್ದರು. ರಾತ್ರಿ ವೇಳೆ ಆರೋಪಿಗಳು 12 ಜಾನುವಾರುಗಳನ್ನು ಬಿಚ್ಚಿಕೊಂಡು ಹೋಗಿರುತ್ತಾರೆ. ಬೆಲೆ ರೂ 217,000.",17,Chargesheeted,Y
2727,100021005202500005,31,2,1,2,9,1,2025-11-11,02:10,2025-11-11,2025-11-11,15.353801,77.213242,"the main road junction, Ballari","The complainant was travelling in his car near the APMC yard at Traffic, Ballari when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 401,000.",159,Chargesheeted,Y
2728,100201002202600001,252,20,1,2,6,2,2026-06-06,03:30,2026-06-06,2026-06-06,15.461827,76.242861,"the petrol bunk, Koppal","The complainant had locked the house at Market, Koppal and gone to his native place. On return he found the rear door broken open. Unknown accused entered the house during night hours, broke open the almirah and committed theft of gold ornaments and cash totalling Rs 165,500.",1547,Chargesheeted,Y
2729,100261005202500005,333,26,1,2,10,3,2025-12-03,03:19,2025-12-02,2025-12-03,13.495884,77.14035,"the main road junction, Tumakuru","Unknown persons loaded 9 cattle belonging to the complainant from the grazing ground near Extension, Tumakuru into a lorry and transported them away. Value of the cattle is Rs 66,500.",2057,Chargesheeted,Y
2730,100041005202400029,51,4,1,2,6,2,2024-03-06,02:53,2024-03-03,2024-03-06,12.918283,77.830491,"the main road junction, Bengaluru Urban","Unknown accused broke the shutter lock of the shop of the complainant situated at Industrial Area, Bengaluru Urban during night hours and committed theft of cash from the counter and goods worth Rs 286,500.",284,Chargesheeted,Y
2731,100111006202200002,140,11,1,2,9,1,2022-04-26,23:20,2022-04-23,2022-04-26,13.114812,74.607622,"the petrol bunk, Dakshina Kannada","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the sugar factory road at Gandhi Nagar, Dakshina Kannada at about 18.30 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 358,000.",842,Under Investigation,Y
2732,100081003202400001,95,8,1,2,5,3,2024-03-16,20:13,2024-03-16,2024-03-16,13.57276,78.142214,"the college ground, Chikkaballapur","Complainant had parked his Hero Splendor motorcycle bearing registration KA46MU4316 in front of the temple street at Bazaar, Chikkaballapur at about 03.45 hours. On returning he found the vehicle missing. Unknown accused has broken the handle lock and committed theft of the vehicle worth Rs 57,000.",575,Chargesheeted,Y
2733,300231002202500001,297,23,3,5,14,3,2025-03-25,01:01,2025-03-25,2025-03-25,16.227731,77.191841,"the government hospital, Raichur","On credible information a raid was conducted near the housing board colony at Rural, Raichur at about 18.15 hours. The accused was found transporting 7 boxes of Indian made liquor without a valid permit in a auto rickshaw. Contraband valued at Rs 275,000 was seized.",1843,Chargesheeted,Y
2734,100171010202600002,223,17,1,2,10,3,2026-05-03,02:21,2026-05-03,2026-05-03,17.48401,76.91705,"the APMC yard, Kalaburagi","The complainant had tied his cattle in the shed adjoining his house at Vinoba Nagar, Kalaburagi. During the night the accused untied and took away 2 head of cattle valued at Rs 375,000 in a goods vehicle.",1373,Chargesheeted,Y
2735,300231002202300001,297,23,3,5,14,3,2023-08-31,21:26,2023-08-30,2023-08-31,16.30678,77.045774,"the main road junction, Raichur","During patrolling near Ring Road, Raichur the accused was found in possession of 7 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA62KJ4634 were seized under panchanama.",1842,Chargesheeted,Y
2736,300231002202400001,297,23,3,5,14,3,2024-10-24,00:18,2024-10-23,2024-10-24,16.170475,77.114729,"the bus stand, Raichur","During patrolling near the sugar factory road at Women, Raichur the accused was found in possession of 2 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA22NV6702 were seized under panchanama.",1842,Chargesheeted,Y
2737,100261001202200002,328,26,1,2,8,3,2022-09-10,18:08,2022-09-10,2022-09-10,13.330837,76.955346,"the railway station, Tumakuru","The complainant was speaking on his mobile phone standing near Vidya Nagar, Tumakuru when an unknown person snatched the handset from his hand and ran towards the flyover. The phone is a iPhone SE valued at Rs 75,500.",2022,Chargesheeted,Y
2738,100111001202100001,134,11,1,2,8,3,2021-10-20,22:22,2021-10-20,2021-10-20,12.914928,74.795545,"the housing board colony, Dakshina Kannada","The complainant was speaking on his mobile phone standing near Kote, Dakshina Kannada when an unknown person snatched the handset from his hand and ran towards the railway gate. The phone is a Oppo A valued at Rs 390,000.",802,Chargesheeted,Y
2739,300231002202500002,297,23,3,5,14,3,2025-07-09,19:45,2025-07-06,2025-07-09,16.156688,77.163645,"the petrol bunk, Raichur","On credible information a raid was conducted near the government hospital at Camp, Raichur at about 08.45 hours. The accused was found transporting 11 boxes of Indian made liquor without a valid permit in a Maruti Omni van. Contraband valued at Rs 148,000 was seized.",1842,Under Investigation,Y
2740,300231002202300002,297,23,3,5,14,3,2023-09-13,20:13,2023-09-12,2023-09-13,16.220544,77.098329,"the temple street, Raichur","ಖಚಿತ ಮಾಹಿತಿಯ ಮೇರೆಗೆ Vinoba Nagar, Raichur ಬಳಿ ದಾಳಿ ನಡೆಸಲಾಯಿತು. ಆರೋಪಿಯು ಪರವಾನಗಿ ಇಲ್ಲದೆ 9 ಪೆಟ್ಟಿಗೆ ಮದ್ಯವನ್ನು ಸಾಗಿಸುತ್ತಿದ್ದು, ರೂ 439,500 ಮೌಲ್ಯದ ಮಾಲನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",1843,Chargesheeted,Y
2741,300041006202500009,52,4,3,5,14,3,2025-06-17,01:25,2025-06-16,2025-06-17,13.300287,77.646835,"the sugar factory road, Bengaluru Urban","During patrolling near Town, Bengaluru Urban the accused was found in possession of 6 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA28MF7589 were seized under panchanama.",289,Chargesheeted,Y
2742,100281010202400001,360,28,1,2,8,2,2024-11-08,07:03,2024-11-07,2024-11-08,15.042808,73.895626,"the government hospital, Uttara Kannada","While the complainant was returning from the temple near Extension, Uttara Kannada, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 40 grams valued at Rs 7,500 was taken.",2233,Chargesheeted,Y
2743,100081001202600001,93,8,1,2,6,2,2026-01-10,00:59,2026-01-07,2026-01-10,13.476603,78.006613,"the bus stand, Chikkaballapur","Unknown accused broke the shutter lock of the shop of the complainant situated at Vinoba Nagar, Chikkaballapur during night hours and committed theft of cash from the counter and goods worth Rs 152,000.",547,Chargesheeted,Y
2744,100151012202600001,193,15,1,4,13,3,2026-01-23,11:49,2026-01-23,2026-01-23,12.741787,76.103312,"the temple street, Hassan","Unknown accused obtained the card details of the complainant and made online transactions totalling Rs 224,000. The complainant had used his card last at the petrol bunk at Vidya Nagar, Hassan.",1174,Chargesheeted,Y
2745,300031006202400006,42,3,3,5,14,3,2024-03-10,01:18,2024-03-09,2024-03-10,15.727673,74.729619,"the APMC yard, Belagavi","On credible information a raid was conducted near the railway station at Women, Belagavi at about 15.00 hours. The accused was found transporting 4 boxes of Indian made liquor without a valid permit in a Royal Enfield motorcycle. Contraband valued at Rs 235,500 was seized.",229,Chargesheeted,Y
2746,100281010202500001,360,28,1,2,8,2,2025-03-10,06:24,2025-03-10,2025-03-10,15.025872,73.988685,"the sugar factory road, Uttara Kannada","Two unknown persons on a black motorcycle approached the complainant near Halli, Uttara Kannada at 09.00 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 129,500.",2227,Chargesheeted,Y
