AccusedMasterID,CaseMasterID,ResolvedIdentityID
3061,1822,R002040
3062,1822,R002041
3063,1823,R002049
3064,1823,R002051
3065,1824,R002057
3066,1824,R002052
3067,1824,R002053
3068,1824,R002054
3069,1824,R002055
3070,1825,R002056
3071,1826,R002057
3072,1827,R002057
3073,1827,R002054
3074,1827,R002058
3075,1828,R002057
3076,1829,R002061
3077,1829,R002059
3078,1830,R002583
3079,1831,R002060
3080,1832,R002061
3081,1832,R002062
3082,1833,R002063
3083,1833,R002064
3084,1833,R002065
3085,1833,R002066
3086,1834,R002067
3087,1835,R002067
3088,1836,R002067
3089,1836,R002068
3090,1836,R002069
3091,1837,R002072
3092,1838,R002070
3093,1838,R002071
3094,1839,R002072
3095,1840,R000236
3096,1840,R002073
3097,1840,R002074
3098,1841,R002075
3099,1842,R002075
3100,1842,R002076
3101,1843,R002077
3102,1844,R002078
3103,1845,R002078
3104,1846,R002079
3105,1846,R005198
3106,1847,R002079
3107,1848,R002061
3108,1848,R002062
3109,1849,R002079
3110,1849,R002080
3111,1849,R002081
3112,1850,R002082
3113,1850,R002083
3114,1850,R002084
3115,1851,R002088
3116,1852,R002085
3117,1852,R002086
3118,1852,R002087
3119,1853,R002088
3120,1853,R002089
3121,1854,R002088
3122,1855,R002091
3123,1856,R002090
3124,1857,R002091
3125,1857,R002081
3126,1857,R002092
3127,1858,R002091
3128,1859,R002093
3129,1860,R002651
3130,1860,R002094
3131,1861,R002092
3132,1862,R002061
3133,1863,R002095
3134,1864,R002095
3135,1865,R002096
3136,1866,R002096
3137,1867,R002096
3138,1868,R002097
3139,1869,R002049
3140,1869,R002098
3141,1870,R002099
3142,1870,R002100
3143,1870,R002101
3144,1871,R002049
3145,1871,R002102
3146,1871,R002103
3147,1872,R002104
3148,1872,R002105
3149,1872,R002106
3150,1873,R002107
3151,1874,R002108
3152,1874,R002109
3153,1875,R002110
3154,1875,R002111
3155,1875,R002112
3156,1876,R002113
3157,1877,R002114
3158,1877,R002115
3159,1878,R002116
3160,1879,R002114
3161,1880,R002117
3162,1881,R002118
3163,1881,R002119
3164,1882,R002120
3165,1882,R002121
3166,1883,R002118
3167,1884,R002147
3168,1884,R002122
3169,1885,R002123
3170,1885,R002124
3171,1885,R002125
3172,1886,R002126
3173,1887,R002126
3174,1887,R002127
3175,1887,R002128
3176,1887,R002129
3177,1888,R002126
3178,1889,R002130
3179,1890,R002131
3180,1890,R002132
3181,1890,R002133
3182,1891,R002134
3183,1892,R001957
3184,1893,R001957
3185,1893,R002135
3186,1894,R002136
3187,1894,R002137
3188,1894,R002138
3189,1895,R002136
3190,1895,R002139
3191,1896,R002136
3192,1897,R002140
3193,1898,R002140
3194,1899,R002141
3195,1900,R002142
3196,1900,R002143
3197,1901,R002144
3198,1902,R002144
3199,1902,R002145
3200,1903,R002144
3201,1903,R002293
3202,1903,R002146
3203,1904,R002147
3204,1905,R002147
3205,1906,R002148
3206,1906,R002120
3207,1907,R002147
3208,1907,R002149
3209,1907,R002150
3210,1907,R002151
3211,1908,R002152
3212,1909,R002122
3213,1910,R002153
3214,1911,R002153
3215,1911,R002154
3216,1912,R002153
3217,1913,R002153
3218,1913,R002120
3219,1914,R002155
3220,1915,R002153
3221,1915,R002121
3222,1916,R002153
3223,1916,R002121
3224,1916,R002122
3225,1916,R000597
3226,1917,R002156
3227,1918,R002157
3228,1919,R000214
3229,1919,R002464
3230,1920,R000243
3231,1920,R002158
3232,1921,R002159
3233,1922,R002160
3234,1922,R002161
3235,1922,R002162
3236,1923,R002163
3237,1924,R002163
3238,1925,R002163
3239,1926,R002164
3240,1927,R000798
3241,1928,R002165
3242,1929,R002166
3243,1930,R002160
3244,1930,R002161
3245,1931,R002167
3246,1931,R002168
3247,1932,R000236
3248,1933,R003385
3249,1934,R003385
3250,1934,R000857
3251,1935,R003385
3252,1936,R002169
3253,1936,R002170
3254,1937,R002171
3255,1938,R002171
3256,1939,R002172
3257,1940,R002173
3258,1941,R002174
3259,1941,R002175
3260,1942,R002171
3261,1943,R002176
3262,1944,R002177
3263,1945,R002178
3264,1946,R002176
3265,1947,R002179
3266,1948,R002180
3267,1949,R002181
3268,1950,R002182
3269,1950,R002183
3270,1951,R002184
3271,1952,R002185
3272,1952,R002186
3273,1952,R002187
3274,1952,R002188
3275,1953,R002189
3276,1954,R001370
3277,1955,R001370
3278,1956,R002190
3279,1957,R002191
3280,1957,R002192
3281,1958,R002193
3282,1959,R002194
3283,1959,R002195
3284,1959,R002196
3285,1960,R002197
3286,1961,R002194
3287,1962,R002194
3288,1963,R002198
3289,1964,R002199
3290,1964,R002200
3291,1964,R002201
3292,1964,R002202
3293,1964,R002203
3294,1965,R002204
3295,1966,R002205
3296,1967,R002206
3297,1967,R002207
3298,1967,R002208
3299,1968,R002209
3300,1969,R002209
3301,1970,R002209
3302,1971,R002209
3303,1971,R002210
3304,1972,R002209
3305,1972,R002211
3306,1973,R002212
3307,1974,R002213
3308,1974,R002214
3309,1974,R003910
3310,1974,R002215
3311,1974,R002216
3312,1975,R002191
3313,1975,R002217
3314,1976,R002218
3315,1976,R002219
3316,1977,R002220
3317,1978,R002221
3318,1979,R002221
3319,1980,R002222
3320,1981,R002221
3321,1982,R002223
3322,1983,R002221
3323,1984,R002221
3324,1985,R002221
3325,1986,R002224
3326,1987,R002221
3327,1988,R002221
3328,1989,R002225
3329,1990,R002226
3330,1991,R002227
3331,1992,R002228
3332,1993,R002229
3333,1994,R002229
3334,1995,R002230
3335,1996,R002231
3336,1997,R002231
3337,1997,R002232
3338,1998,R002231
3339,1998,R002233
3340,1999,R002234
3341,2000,R002234
3342,2001,R002234
3343,2002,R002235
3344,2003,R002236
3345,2003,R002237
3346,2004,R002238
3347,2005,R002238
3348,2006,R002239
3349,2006,R002240
3350,2007,R002241
3351,2008,R002242
3352,2008,R002243
3353,2008,R002244
3354,2009,R001169
3355,2010,R001169
3356,2011,R001169
3357,2012,R001169
3358,2013,R002242
3359,2013,R002245
3360,2014,R001169
3361,2015,R002246
3362,2016,R002247
3363,2017,R002248
3364,2018,R002249
3365,2019,R002252
3366,2020,R002250
3367,2020,R002251
3368,2021,R002252
3369,2022,R002253
3370,2023,R002254
3371,2023,R002255
3372,2023,R002256
3373,2023,R002257
3374,2023,R002258
3375,2024,R002252
3376,2025,R002267
3377,2025,R002259
3378,2025,R002260
3379,2025,R002261
3380,2026,R002262
3381,2027,R002262
3382,2027,R002263
3383,2028,R002264
3384,2028,R002265
3385,2029,R002266
3386,2030,R002266
3387,2031,R002267
3388,2031,R002259
3389,2032,R002268
3390,2033,R002268
3391,2034,R002268
3392,2035,R000499
3393,2036,R000499
3394,2036,R000142
3395,2037,R002269
3396,2038,R002270
3397,2039,R002271
3398,2040,R002239
3399,2041,R002267
3400,2041,R002272
3401,2042,R002277
3402,2042,R002273
3403,2042,R002274
3404,2042,R002275
3405,2043,R002277
3406,2043,R002274
3407,2043,R002276
3408,2044,R002277
3409,2044,R002278
3410,2045,R002267
3411,2045,R002259
3412,2046,R002277
3413,2047,R002279
3414,2047,R000750
3415,2047,R002280
3416,2048,R002277
3417,2048,R002281
3418,2049,R002282
3419,2050,R002282
3420,2051,R002282
3421,2052,R002283
3422,2053,R002284
3423,2053,R002285
3424,2054,R002286
3425,2055,R002287
3426,2056,R002288
3427,2057,R002288
3428,2058,R002288
3429,2059,R002288
3430,2060,R002288
3431,2061,R002289
3432,2061,R002290
3433,2062,R002289
3434,2063,R002289
3435,2064,R002291
3436,2064,R002292
3437,2065,R002293
3438,2066,R002294
3439,2067,R002295
3440,2068,R002296
3441,2069,R002297
3442,2069,R002298
3443,2070,R002299
3444,2070,R002300
3445,2070,R002301
3446,2071,R002302
3447,2072,R002302
3448,2073,R002302
3449,2074,R002302
3450,2074,R002141
3451,2075,R002267
3452,2075,R002303
3453,2076,R002302
3454,2076,R002304
3455,2077,R002302
3456,2078,R002305
3457,2078,R002306
3458,2078,R002307
3459,2079,R002302
3460,2080,R001398
3461,2080,R000790
3462,2080,R001317
3463,2081,R002302
3464,2082,R002308
3465,2082,R002309
3466,2083,R002267
3467,2084,R002267
3468,2084,R002310
3469,2085,R002267
3470,2085,R002311
3471,2085,R002312
3472,2085,R003281
3473,2086,R001385
3474,2087,R002313
3475,2087,R002314
3476,2088,R002315
3477,2089,R002316
3478,2090,R002317
3479,2091,R002317
3480,2092,R002317
3481,2093,R002317
3482,2094,R002318
3483,2095,R002319
3484,2095,R002320
3485,2096,R002317
3486,2097,R002321
3487,2097,R002322
3488,2097,R002323
3489,2098,R002317
3490,2098,R001387
3491,2098,R002324
3492,2098,R002325
3493,2098,R002326
3494,2099,R002317
3495,2100,R002327
3496,2101,R002328
3497,2102,R002329
3498,2103,R002329
3499,2103,R002330
3500,2103,R002331
3501,2104,R002332
3502,2104,R002333
3503,2104,R002334
3504,2105,R002335
3505,2105,R002336
3506,2106,R002337
3507,2107,R002329
3508,2107,R002338
3509,2108,R002339
3510,2109,R002340
3511,2110,R002341
3512,2111,R002332
3513,2111,R002334
3514,2112,R002342
3515,2113,R002343
3516,2114,R002342
3517,2115,R002342
3518,2115,R002344
3519,2116,R002342
3520,2116,R002345
3521,2116,R002346
3522,2117,R000067
3523,2117,R002347
3524,2117,R002348
3525,2117,R002349
3526,2117,R002350
3527,2118,R002351
3528,2119,R002352
3529,2119,R002353
3530,2120,R000860
3531,2121,R002354
3532,2122,R002355
3533,2122,R002356
3534,2123,R002357
3535,2123,R002358
3536,2123,R002359
3537,2124,R000099
3538,2124,R002360
3539,2125,R002361
3540,2126,R002361
3541,2126,R002362
3542,2127,R002361
3543,2127,R002363
3544,2127,R002364
3545,2128,R002365
3546,2129,R002366
3547,2129,R002367
3548,2130,R002368
3549,2130,R002369
3550,2130,R002370
3551,2130,R002371
3552,2131,R002372
3553,2132,R002041
3554,2132,R002373
3555,2133,R002374
3556,2134,R002375
3557,2135,R002376
3558,2136,R002377
3559,2137,R002385
3560,2138,R002385
3561,2138,R002378
3562,2138,R002379
3563,2138,R002380
3564,2138,R002381
3565,2139,R002385
3566,2139,R002382
3567,2139,R002070
3568,2139,R002383
3569,2140,R002384
3570,2141,R002385
3571,2142,R002385
3572,2143,R002385
3573,2144,R002385
3574,2145,R002392
3575,2145,R002386
3576,2145,R002387
3577,2145,R002388
3578,2145,R002389
3579,2146,R002392
3580,2146,R002390
3581,2146,R002391
3582,2147,R002392
3583,2147,R002390
3584,2148,R002392
3585,2149,R002393
3586,2149,R002394
3587,2150,R002392
3588,2150,R001857
3589,2151,R002392
3590,2152,R002395
3591,2153,R002396
3592,2154,R002083
3593,2154,R004813
3594,2155,R002396
3595,2155,R002397
3596,2155,R002398
3597,2156,R002396
3598,2156,R002399
3599,2157,R002400
3600,2157,R002407
3601,2157,R002401
3602,2158,R002392
3603,2159,R002400
3604,2159,R002407
3605,2160,R002402
3606,2160,R002403
3607,2161,R002404
3608,2162,R002405
3609,2162,R002406
3610,2163,R002405
3611,2163,R002407
3612,2164,R002408
3613,2164,R002409
3614,2165,R002411
3615,2166,R002410
3616,2167,R002411
3617,2167,R002412
3618,2168,R002413
3619,2168,R001146
3620,2168,R002414
3621,2168,R002415
3622,2168,R002416
3623,2169,R002411
3624,2170,R002417
3625,2170,R002418
3626,2170,R002419
3627,2171,R002405
3628,2171,R002407
3629,2172,R002420
3630,2172,R002421
3631,2173,R002405
3632,2173,R002401
3633,2173,R002407
3634,2174,R002422
3635,2174,R002423
3636,2175,R002424
3637,2176,R002424
3638,2176,R002425
3639,2177,R002426
3640,2177,R002427
3641,2178,R002429
3642,2179,R002428
3643,2180,R002429
3644,2181,R002429
3645,2182,R002429
3646,2183,R002429
3647,2184,R002430
3648,2185,R002405
3649,2185,R002431
3650,2186,R002432
3651,2186,R002433
3652,2187,R002434
3653,2187,R002435
3654,2187,R002436
3655,2188,R002437
3656,2188,R002438
3657,2188,R002439
3658,2188,R002440
3659,2189,R002441
3660,2189,R002442
3661,2189,R002443
3662,2190,R002444
3663,2190,R002445
3664,2191,R002446
3665,2191,R002447
3666,2192,R002446
3667,2193,R002446
3668,2194,R002448
3669,2194,R002449
3670,2195,R002450
3671,2195,R002451
3672,2196,R002452
3673,2196,R002453
3674,2196,R002454
3675,2197,R002455
3676,2197,R002456
3677,2197,R002457
3678,2198,R002458
3679,2198,R002459
3680,2199,R002460
3681,2200,R002455
3682,2201,R002455
3683,2202,R002461
3684,2203,R001610
3685,2203,R002462
3686,2204,R002463
3687,2205,R002464
3688,2205,R002465
3689,2205,R002466
3690,2206,R002467
3691,2206,R002468
3692,2206,R002469
3693,2207,R002470
3694,2208,R002471
3695,2209,R002472
3696,2209,R002473
3697,2209,R002474
3698,2209,R002475
3699,2210,R002471
3700,2211,R002471
3701,2212,R002525
3702,2212,R000021
3703,2213,R002472
3704,2214,R002476
3705,2214,R002477
3706,2215,R002476
3707,2216,R002476
3708,2216,R002478
3709,2217,R002479
3710,2218,R002479
3711,2218,R002480
3712,2218,R002481
3713,2219,R002479
3714,2220,R002482
3715,2220,R002483
3716,2221,R002484
3717,2221,R002485
3718,2222,R002486
3719,2222,R002487
3720,2223,R002488
3721,2223,R002489
3722,2223,R002490
3723,2224,R002491
3724,2225,R002491
3725,2225,R002492
3726,2225,R002493
3727,2226,R001074
3728,2227,R002525
3729,2227,R000021
3730,2227,R002494
3731,2228,R002495
3732,2229,R000728
3733,2229,R000727
3734,2229,R002496
3735,2229,R002497
3736,2230,R002498
3737,2231,R002499
3738,2231,R002500
3739,2232,R002501
3740,2233,R002502
3741,2234,R002504
3742,2234,R002503
3743,2235,R002504
3744,2236,R002504
3745,2236,R001345
3746,2237,R002504
3747,2237,R002505
3748,2237,R002506
3749,2238,R002507
3750,2239,R002508
3751,2240,R002504
3752,2241,R002509
3753,2241,R002510
3754,2242,R002511
3755,2243,R002512
3756,2243,R002513
3757,2244,R002512
3758,2245,R002512
3759,2246,R002514
3760,2247,R002512
3761,2248,R002515
3762,2248,R002516
3763,2248,R002517
3764,2249,R002518
3765,2250,R002520
3766,2251,R002520
3767,2251,R002519
3768,2252,R002520
3769,2252,R002521
3770,2253,R002520
3771,2254,R002520
3772,2254,R000980
3773,2255,R002522
3774,2255,R000016
3775,2256,R002523
3776,2256,R000347
3777,2257,R002520
3778,2258,R002524
3779,2259,R002525
3780,2260,R002525
3781,2260,R001479
3782,2261,R001440
3783,2261,R000231
3784,2262,R002526
3785,2262,R002527
3786,2262,R002528
3787,2262,R000030
3788,2263,R000021
3789,2264,R002597
3790,2264,R002529
3791,2265,R000021
3792,2265,R002530
3793,2266,R002525
3794,2267,R002525
3795,2268,R002531
3796,2268,R002532
3797,2268,R002533
3798,2268,R000011
3799,2269,R001425
3800,2270,R002534
3801,2270,R002535
3802,2270,R000406
3803,2270,R002536
3804,2271,R002537
3805,2271,R002538
3806,2271,R002539
3807,2271,R002540
3808,2272,R002541
3809,2273,R002542
3810,2274,R002542
3811,2275,R001941
3812,2276,R002543
3813,2276,R002544
3814,2277,R001941
3815,2278,R002545
3816,2279,R002546
3817,2280,R002545
3818,2280,R002527
3819,2281,R002543
3820,2281,R002547
3821,2282,R002548
3822,2283,R002549
3823,2284,R002550
3824,2285,R002551
3825,2285,R002552
3826,2286,R002553
3827,2287,R002553
3828,2288,R002554
3829,2288,R002555
3830,2288,R002556
3831,2288,R002557
3832,2289,R002558
3833,2290,R002559
3834,2290,R002555
3835,2290,R002560
3836,2290,R002561
3837,2290,R002562
3838,2291,R002563
3839,2292,R002563
3840,2292,R002564
3841,2293,R002565
3842,2294,R002565
3843,2294,R002566
3844,2294,R002564
3845,2294,R002553
3846,2294,R002567
3847,2295,R002493
3848,2296,R002568
3849,2296,R002569
3850,2297,R002568
3851,2297,R002570
3852,2297,R002571
3853,2297,R002572
3854,2298,R002568
3855,2298,R002573
3856,2298,R002574
3857,2298,R002575
3858,2299,R002576
3859,2299,R002577
3860,2299,R002578
3861,2300,R002579
3862,2301,R002493
3863,2301,R002580
3864,2302,R002493
3865,2302,R002581
3866,2302,R002582
3867,2303,R002493
3868,2304,R002583
3869,2305,R002493
3870,2306,R002493
3871,2307,R002584
3872,2308,R002585
3873,2309,R002585
3874,2309,R002586
3875,2310,R002587
3876,2311,R002588
3877,2312,R002589
3878,2312,R002590
3879,2312,R002591
3880,2313,R002589
3881,2314,R002592
3882,2314,R002593
3883,2314,R002594
3884,2315,R002595
3885,2316,R002596
3886,2317,R002597
3887,2318,R002598
3888,2319,R002597
3889,2319,R002599
3890,2319,R002600
3891,2319,R002601
3892,2320,R002597
3893,2321,R002597
3894,2322,R002597
3895,2323,R002602
3896,2324,R002602
3897,2324,R002603
3898,2324,R002604
3899,2325,R002602
3900,2326,R002605
3901,2327,R002605
3902,2327,R002606
3903,2328,R002605
3904,2329,R002607
3905,2329,R002608
3906,2330,R002609
3907,2330,R002610
3908,2330,R002611
3909,2331,R002612
3910,2332,R002613
3911,2333,R002614
3912,2333,R003690
3913,2334,R002613
3914,2335,R002613
3915,2336,R002613
3916,2337,R002615
3917,2338,R002613
3918,2339,R002576
3919,2339,R002616
3920,2340,R002617
3921,2340,R002618
3922,2340,R002619
3923,2340,R002620
3924,2341,R002749
3925,2342,R002621
3926,2343,R002622
3927,2343,R002623
3928,2343,R002624
3929,2344,R002625
3930,2344,R000163
3931,2345,R002626
3932,2345,R002627
3933,2346,R002628
3934,2346,R002629
3935,2346,R002630
3936,2346,R002631
3937,2347,R002632
3938,2348,R002633
3939,2349,R002632
3940,2349,R002634
3941,2350,R002635
3942,2351,R002636
3943,2352,R002637
3944,2353,R002638
3945,2353,R002639
3946,2354,R002637
3947,2354,R002640
3948,2355,R002641
3949,2355,R002642
3950,2356,R002638
3951,2357,R002643
3952,2358,R002644
3953,2359,R002644
3954,2360,R002645
3955,2360,R002646
3956,2360,R002647
3957,2361,R002648
3958,2361,R002649
3959,2362,R002650
3960,2362,R002651
3961,2362,R002652
3962,2363,R002653
3963,2363,R002654
3964,2364,R002655
3965,2364,R002656
3966,2364,R002657
3967,2364,R002658
3968,2364,R002659
3969,2365,R002626
3970,2365,R002627
3971,2366,R002660
3972,2366,R002661
3973,2366,R002662
3974,2367,R002663
3975,2368,R002664
3976,2368,R002665
3977,2369,R002664
3978,2370,R002666
3979,2371,R002667
3980,2371,R002668
3981,2371,R001822
3982,2372,R002669
3983,2372,R000798
3984,2373,R002576
3985,2373,R002670
3986,2374,R002671
3987,2375,R002672
3988,2375,R002673
3989,2376,R002674
3990,2377,R002675
3991,2377,R002676
3992,2378,R002677
3993,2379,R002678
3994,2380,R002679
3995,2380,R002680
3996,2381,R002681
3997,2382,R002682
3998,2383,R004600
3999,2384,R002683
4000,2384,R002684
4001,2384,R002685
4002,2385,R002686
4003,2385,R002687
4004,2385,R002688
4005,2386,R002689
4006,2386,R001042
4007,2387,R002690
4008,2388,R002689
4009,2388,R002691
4010,2389,R002689
4011,2389,R002692
4012,2390,R002693
4013,2391,R002694
4014,2392,R002633
4015,2393,R002695
4016,2394,R002696
4017,2395,R002696
4018,2396,R002697
4019,2397,R002698
4020,2398,R002699
4021,2399,R002700
4022,2400,R002701
4023,2401,R002702
4024,2402,R002703
4025,2403,R002704
4026,2404,R002704
4027,2405,R002704
4028,2406,R002704
4029,2407,R002705
4030,2407,R002706
4031,2407,R002707
4032,2408,R002704
4033,2408,R002708
4034,2408,R002709
4035,2408,R002710
4036,2409,R002711
4037,2410,R002712
4038,2411,R002711
4039,2411,R002713
4040,2412,R002711
4041,2413,R002711
4042,2414,R002711
4043,2414,R002714
4044,2415,R002711
4045,2416,R002711
4046,2417,R002715
4047,2418,R002716
4048,2418,R002717
4049,2419,R002718
4050,2420,R002719
4051,2421,R002716
4052,2421,R002720
4053,2422,R002721
4054,2423,R002716
4055,2423,R002720
4056,2423,R002722
4057,2423,R002723
4058,2424,R002721
4059,2425,R002721
4060,2425,R002724
4061,2426,R002725
4062,2427,R002726
4063,2427,R002727
4064,2428,R002728
4065,2429,R002729
4066,2430,R002730
4067,2431,R002730
4068,2432,R002731
4069,2432,R002732
4070,2433,R002730
4071,2433,R002733
4072,2434,R002734
4073,2435,R002734
4074,2436,R002220
4075,2436,R002735
4076,2436,R002736
4077,2436,R002737
4078,2437,R001224
4079,2437,R002738
4080,2438,R002739
4081,2439,R002739
4082,2439,R002740
4083,2440,R002739
4084,2440,R002741
4085,2441,R002742
4086,2441,R002720
4087,2441,R002743
4088,2442,R002716
4089,2442,R002744
4090,2443,R002716
4091,2444,R002745
4092,2444,R002746
4093,2445,R002747
4094,2446,R002748
4095,2447,R000099
4096,2448,R002749
4097,2449,R002749
4098,2450,R001546
4099,2450,R002750
4100,2450,R002751
4101,2450,R002752
4102,2451,R002753
4103,2451,R002754
4104,2452,R002095
4105,2452,R003015
4106,2452,R001911
4107,2453,R002753
4108,2454,R000951
4109,2454,R002755
4110,2454,R002756
4111,2455,R002757
4112,2456,R002758
4113,2457,R002760
4114,2457,R002759
4115,2458,R002760
4116,2459,R002760
4117,2460,R002761
4118,2461,R002762
4119,2462,R002763
4120,2463,R002764
4121,2463,R002765
4122,2464,R002766
4123,2465,R002766
4124,2466,R001412
4125,2467,R002113
4126,2467,R002098
4127,2468,R002767
4128,2469,R002768
4129,2469,R001941
4130,2470,R002774
4131,2471,R002774
4132,2472,R001634
4133,2472,R002769
4134,2472,R002770
4135,2473,R002774
4136,2474,R002774
4137,2475,R002771
4138,2475,R002772
4139,2476,R002774
4140,2477,R002774
4141,2477,R002770
4142,2477,R002773
4143,2478,R002774
4144,2479,R002774
4145,2480,R002771
4146,2480,R002772
4147,2480,R002775
4148,2481,R002768
4149,2481,R002776
4150,2481,R002777
4151,2482,R002774
4152,2483,R002778
4153,2483,R002779
4154,2483,R001407
4155,2484,R002780
4156,2484,R002781
4157,2484,R002782
4158,2484,R002783
4159,2485,R002784
4160,2486,R002785
4161,2487,R002785
4162,2487,R002786
4163,2488,R002787
4164,2488,R002788
4165,2488,R002789
4166,2489,R002787
4167,2490,R002787
4168,2490,R002790
4169,2490,R002791
4170,2490,R002792
4171,2491,R002793
4172,2492,R002793
4173,2493,R002794
4174,2493,R002795
4175,2493,R002796
4176,2494,R002797
4177,2495,R002798
4178,2495,R002799
4179,2496,R002800
4180,2496,R002801
4181,2496,R002802
4182,2497,R002803
4183,2498,R002803
4184,2499,R002804
4185,2499,R002805
4186,2499,R002806
4187,2499,R002807
4188,2500,R002808
4189,2501,R002809
4190,2502,R002810
4191,2503,R002804
4192,2503,R002811
4193,2503,R002812
4194,2504,R002804
4195,2504,R002813
4196,2505,R002814
4197,2505,R002815
4198,2506,R002816
4199,2507,R002817
4200,2508,R002820
4201,2509,R002820
4202,2509,R002818
4203,2509,R002819
4204,2510,R002820
4205,2511,R002820
4206,2512,R002820
4207,2512,R002821
4208,2513,R002820
4209,2514,R002820
4210,2514,R002822
4211,2514,R002823
4212,2514,R002824
4213,2515,R002826
4214,2516,R002826
4215,2517,R002825
4216,2518,R002826
4217,2519,R002826
4218,2520,R002827
4219,2521,R003756
4220,2522,R002826
4221,2523,R002828
4222,2524,R002829
4223,2525,R001209
4224,2525,R002830
4225,2526,R002831
4226,2527,R002839
4227,2527,R002832
4228,2527,R001304
4229,2527,R002833
4230,2528,R002834
4231,2528,R002835
4232,2528,R002836
4233,2529,R002834
4234,2529,R002837
4235,2530,R002838
4236,2531,R002839
4237,2532,R002839
4238,2533,R002840
4239,2533,R000214
4240,2534,R002839
4241,2534,R002841
4242,2535,R002839
4243,2535,R002833
4244,2535,R002842
4245,2536,R002839
4246,2536,R002843
4247,2536,R002844
4248,2537,R002845
4249,2537,R002846
4250,2537,R002847
4251,2538,R002848
4252,2538,R002849
4253,2538,R000852
4254,2538,R002850
4255,2539,R002845
4256,2539,R002851
4257,2540,R002852
4258,2540,R002853
4259,2540,R003385
4260,2541,R002854
4261,2541,R002855
4262,2542,R002856
4263,2542,R002857
4264,2543,R001761
4265,2544,R002858
4266,2545,R002859
4267,2545,R002860
4268,2546,R002861
4269,2547,R002665
4270,2548,R002862
4271,2548,R003096
4272,2548,R004131
4273,2548,R002863
4274,2549,R002864
4275,2550,R002856
4276,2550,R002865
4277,2550,R002866
4278,2551,R002804
4279,2552,R002867
4280,2553,R002868
4281,2554,R000785
4282,2554,R002869
4283,2554,R002870
4284,2555,R002871
4285,2555,R002872
4286,2555,R002873
4287,2556,R002874
4288,2556,R002875
4289,2556,R002876
4290,2556,R002877
4291,2557,R002874
4292,2558,R002874
4293,2559,R002874
4294,2560,R002874
4295,2561,R002878
4296,2561,R002879
4297,2561,R002880
4298,2561,R002881
4299,2562,R002882
4300,2562,R002883
4301,2563,R002884
4302,2563,R002885
4303,2564,R002882
4304,2565,R000383
4305,2565,R002886
4306,2565,R002887
4307,2566,R002882
4308,2567,R002882
4309,2568,R002888
4310,2569,R002889
4311,2570,R002890
4312,2570,R002891
4313,2571,R002892
4314,2572,R002893
4315,2572,R002894
4316,2573,R003051
4317,2573,R002895
4318,2573,R002896
4319,2573,R002897
4320,2574,R002898
4321,2574,R002160
4322,2574,R002899
4323,2575,R002900
4324,2575,R002901
4325,2575,R002902
4326,2576,R002903
4327,2577,R002893
4328,2578,R002895
4329,2578,R002904
4330,2578,R002905
4331,2579,R002893
4332,2580,R002893
4333,2581,R002906
4334,2581,R002907
4335,2582,R002908
4336,2583,R004219
4337,2583,R002909
4338,2583,R002910
4339,2583,R002911
4340,2583,R002912
4341,2584,R002908
4342,2585,R002913
4343,2585,R002914
4344,2586,R002915
4345,2586,R002916
4346,2587,R002917
4347,2587,R003552
4348,2588,R002913
4349,2589,R002918
4350,2589,R002919
4351,2590,R002920
4352,2590,R002921
4353,2591,R002189
4354,2591,R002922
4355,2591,R002923
4356,2591,R002924
4357,2591,R002483
4358,2592,R001370
4359,2593,R001370
4360,2593,R000461
4361,2594,R002925
4362,2595,R002925
4363,2596,R002925
4364,2597,R002926
4365,2597,R002909
4366,2598,R002925
4367,2599,R002927
4368,2599,R002928
4369,2600,R002929
4370,2600,R002930
4371,2600,R002931
4372,2601,R002932
4373,2602,R002933
4374,2603,R002933
4375,2603,R002934
4376,2603,R002935
4377,2604,R002936
4378,2604,R002937
4379,2605,R002933
4380,2606,R002933
4381,2607,R002938
4382,2608,R000417
4383,2608,R000418
4384,2608,R002939
4385,2609,R002940
4386,2609,R002941
4387,2610,R002942
4388,2610,R002943
4389,2611,R000619
4390,2612,R002942
4391,2612,R004067
4392,2613,R002944
4393,2613,R002945
4394,2614,R002946
4395,2615,R002947
4396,2616,R002948
4397,2616,R002949
4398,2616,R002950
4399,2616,R002951
4400,2616,R002952
4401,2617,R002926
4402,2617,R002953
4403,2618,R002954
4404,2619,R002955
4405,2620,R002956
4406,2621,R002957
4407,2622,R002957
4408,2622,R002958
4409,2623,R002959
4410,2623,R002960
4411,2624,R002957
4412,2624,R002961
4413,2624,R002962
4414,2625,R002963
4415,2625,R002964
4416,2625,R002965
4417,2626,R002963
4418,2626,R002950
4419,2627,R002966
4420,2628,R002967
4421,2628,R002859
4422,2628,R002968
4423,2629,R002969
4424,2630,R002967
4425,2631,R002969
4426,2632,R002969
4427,2632,R002970
4428,2633,R002963
4429,2633,R002541
4430,2634,R002969
4431,2634,R002971
4432,2634,R002972
4433,2634,R002973
4434,2635,R002963
4435,2635,R002974
4436,2636,R002967
4437,2637,R002975
4438,2638,R002976
4439,2639,R002977
4440,2640,R002978
4441,2641,R002978
4442,2642,R002979
4443,2642,R002980
4444,2643,R002651
4445,2643,R002981
4446,2643,R002982
4447,2643,R002983
4448,2644,R002978
4449,2645,R002984
4450,2646,R002988
4451,2647,R002988
4452,2648,R002988
4453,2649,R002988
4454,2650,R002985
4455,2651,R002988
4456,2652,R002986
4457,2652,R002987
