ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestType,ArrestDate,ArrestTime,ArrestPlace,ArrestingOfficerID,RemandDate,BailFlag
2416,2344,3930,Arrest,2026-02-03,04:08,the vegetable market,844,2026-02-04,N
2417,2345,3931,Arrest,2022-01-04,12:00,a lodge in the town,1960,2022-01-05,Y
2418,2345,3932,Arrest,2021-12-03,10:28,the highway toll gate,1965,2021-12-04,Y
2419,2346,3933,Arrest,2025-09-18,03:13,the highway toll gate,932,2025-09-19,N
2420,2346,3935,Arrest,2025-09-29,11:48,the taluk border check post,939,2025-09-30,N
2421,2346,3936,Arrest,2025-09-06,10:07,the village outskirts,935,2025-09-07,N
2422,2347,3937,Arrest,2023-02-17,16:33,the bus stand,144,2023-02-18,Y
2423,2348,3938,Arrest,2021-08-20,04:48,the bus stand,1931,2021-08-21,N
2424,2350,3941,Surrender,2026-03-25,14:45,the vegetable market,597,2026-03-26,Y
2425,2351,3942,Arrest,2026-07-02,02:47,the highway toll gate,47,2026-07-03,N
2426,2353,3944,Arrest,2026-04-29,16:44,the railway station,47,2026-04-30,Y
2427,2353,3945,Arrest,2026-03-31,17:02,the bus stand,49,2026-04-01,Y
2428,2354,3946,Arrest,2026-03-09,14:48,a lodge in the town,47,2026-03-10,Y
2429,2355,3949,Arrest,2026-03-01,17:48,the vegetable market,48,2026-03-02,Y
2430,2356,3950,Arrest,2026-08-07,20:51,a lodge in the town,43,2026-08-08,Y
2431,2357,3951,Arrest,2026-07-17,20:09,the village outskirts,46,2026-07-18,Y
2432,2358,3952,Arrest,2026-01-17,05:15,the vegetable market,1282,2026-01-18,Y
2433,2359,3953,Arrest,2026-03-14,11:43,the bus stand,1282,2026-03-15,Y
2434,2360,3954,Arrest,2024-02-04,20:31,the railway station,975,2024-02-05,Y
2435,2360,3955,Arrest,2024-01-31,11:37,the highway toll gate,973,2024-02-01,Y
2436,2360,3956,Arrest,2024-02-16,02:03,the railway station,977,2024-02-17,Y
2437,2362,3959,Arrest,2024-06-09,00:27,the railway station,1213,2024-06-10,N
2438,2362,3960,Surrender,2024-05-14,14:26,the taluk border check post,1209,2024-05-15,Y
2439,2363,3962,Arrest,2023-08-20,05:34,the highway toll gate,1210,2023-08-21,N
2440,2363,3963,Arrest,2023-08-22,22:23,the taluk border check post,1213,2023-08-23,Y
2441,2364,3964,Arrest,2026-02-15,19:52,the bus stand,95,2026-02-16,Y
2442,2364,3966,Arrest,2026-02-04,04:48,a lodge in the town,96,2026-02-05,Y
2443,2364,3967,Arrest,2026-02-16,20:47,the highway toll gate,96,2026-02-17,N
2444,2364,3968,Surrender,2026-02-12,13:23,the railway station,96,2026-02-13,N
2445,2365,3969,Arrest,2022-02-24,06:16,the railway station,1966,2022-02-25,Y
2446,2365,3970,Surrender,2022-01-18,06:15,the highway toll gate,1965,2022-01-19,Y
2447,2366,3971,Arrest,2026-03-06,09:12,the vegetable market,1087,2026-03-07,N
2448,2366,3972,Arrest,2026-03-26,13:04,the railway station,1090,2026-03-27,Y
2449,2366,3973,Arrest,2026-03-11,07:59,the vegetable market,1093,2026-03-12,Y
2450,2367,3974,Arrest,2026-06-28,00:57,the village outskirts,1901,2026-06-29,Y
2451,2368,3975,Arrest,2026-01-27,00:55,a lodge in the town,2344,2026-01-28,N
2452,2368,3976,Arrest,2026-01-01,05:55,his residence,2342,2026-01-02,N
2453,2369,3977,Surrender,2026-05-26,01:25,the bus stand,2345,2026-05-27,Y
2454,2371,3980,Arrest,2026-05-04,02:51,the highway toll gate,971,2026-05-05,N
2455,2371,3981,Arrest,2026-04-22,16:14,the highway toll gate,967,2026-04-23,N
2456,2372,3983,Arrest,2022-04-09,03:19,his residence,267,2022-04-10,N
2457,2373,3984,Arrest,2025-05-24,18:50,the bus stand,2471,2025-05-25,N
2458,2373,3985,Arrest,2025-05-08,09:42,a lodge in the town,2470,2025-05-09,Y
2459,2374,3986,Arrest,2021-09-24,00:49,the vegetable market,12,2021-09-25,N
2460,2375,3987,Surrender,2023-05-01,18:43,the taluk border check post,807,2023-05-02,N
2461,2375,3988,Arrest,2023-05-23,05:30,the taluk border check post,803,2023-05-24,Y
2462,2377,3990,Arrest,2023-07-13,22:33,a lodge in the town,803,2023-07-14,N
2463,2377,3991,Arrest,2023-07-15,02:28,the bus stand,803,2023-07-16,Y
2464,2380,3995,Surrender,2026-03-17,12:02,the taluk border check post,1112,2026-03-18,Y
2465,2382,3997,Arrest,2022-09-13,02:07,the taluk border check post,2300,2022-09-14,N
2466,2383,3998,Arrest,2022-03-18,17:06,a lodge in the town,273,2022-03-19,N
2467,2384,4001,Arrest,2024-09-07,12:37,the vegetable market,1615,2024-09-08,Y
2468,2385,4002,Surrender,2024-05-08,20:14,the highway toll gate,1021,2024-05-09,Y
2469,2385,4003,Surrender,2024-06-01,03:14,the highway toll gate,1023,2024-06-02,Y
2470,2386,4005,Arrest,2025-12-09,18:07,the vegetable market,1609,2025-12-10,N
2471,2386,4006,Arrest,2025-11-09,18:05,a lodge in the town,1609,2025-11-10,Y
2472,2387,4007,Arrest,2022-02-12,13:02,the bus stand,897,2022-02-13,N
2473,2388,4009,Arrest,2025-09-25,05:50,the highway toll gate,1619,2025-09-26,N
2474,2389,4011,Arrest,2025-01-25,11:00,a lodge in the town,1610,2025-01-26,N
2475,2390,4012,Arrest,2026-05-04,06:10,the bus stand,2499,2026-05-05,Y
2476,2391,4013,Arrest,2026-04-18,17:07,his residence,277,2026-04-19,Y
2477,2392,4014,Arrest,2023-08-26,10:58,a lodge in the town,1931,2023-08-27,N
2478,2393,4015,Arrest,2026-03-16,10:30,the highway toll gate,629,2026-03-17,Y
2479,2395,4017,Arrest,2024-01-21,15:04,his residence,1482,2024-01-22,Y
2480,2396,4018,Arrest,2026-05-21,16:36,the bus stand,1156,2026-05-22,Y
2481,2398,4020,Arrest,2024-02-20,19:07,the railway station,823,2024-02-21,Y
2482,2399,4021,Arrest,2023-04-19,03:27,the highway toll gate,2124,2023-04-20,Y
2483,2400,4022,Arrest,2026-07-30,06:59,the vegetable market,385,2026-07-31,N
2484,2402,4024,Arrest,2024-05-20,12:23,the village outskirts,270,2024-05-21,N
2485,2403,4025,Arrest,2026-07-06,12:37,a lodge in the town,962,2026-07-07,Y
2486,2404,4026,Arrest,2026-07-28,20:02,a lodge in the town,962,2026-07-29,Y
2487,2405,4027,Arrest,2026-06-02,14:53,his residence,962,2026-06-03,N
2488,2407,4030,Arrest,2026-01-20,10:09,the village outskirts,1511,2026-01-21,N
2489,2407,4031,Arrest,2026-01-30,02:09,the railway station,1512,2026-01-31,N
2490,2408,4032,Arrest,2026-05-04,18:25,a lodge in the town,962,2026-05-05,Y
2491,2408,4033,Arrest,2026-06-02,18:03,the vegetable market,966,2026-06-03,Y
2492,2408,4034,Arrest,2026-05-30,20:10,the highway toll gate,964,2026-05-31,N
2493,2408,4035,Arrest,2026-06-03,06:46,the highway toll gate,960,2026-06-04,Y
2494,2409,4036,Arrest,2024-09-13,09:31,the bus stand,2364,2024-09-14,Y
2495,2410,4037,Arrest,2025-12-09,06:19,his residence,2364,2025-12-10,Y
2496,2411,4038,Arrest,2024-07-25,23:37,his residence,2364,2024-07-26,N
2497,2411,4039,Arrest,2024-07-14,11:35,the bus stand,2371,2024-07-15,N
2498,2412,4040,Surrender,2025-12-03,02:36,the railway station,2370,2025-12-04,N
2499,2413,4041,Surrender,2026-05-15,03:53,the railway station,2370,2026-05-16,Y
2500,2414,4042,Arrest,2026-02-03,19:45,the bus stand,2370,2026-02-04,N
2501,2414,4043,Arrest,2026-01-30,13:15,the village outskirts,2369,2026-01-31,N
2502,2415,4044,Arrest,2024-08-16,02:08,the highway toll gate,2367,2024-08-17,Y
2503,2417,4046,Arrest,2025-07-14,03:47,the bus stand,1141,2025-07-15,N
2504,2418,4047,Surrender,2025-01-02,15:12,the highway toll gate,163,2025-01-03,Y
2505,2418,4048,Arrest,2025-01-22,15:32,his residence,159,2025-01-23,Y
2506,2419,4049,Arrest,2024-09-15,06:09,the highway toll gate,422,2024-09-16,N
2507,2420,4050,Arrest,2026-05-09,21:47,the highway toll gate,1682,2026-05-10,Y
2508,2421,4051,Arrest,2025-02-15,08:57,the railway station,163,2025-02-16,Y
2509,2421,4052,Arrest,2025-02-09,14:14,the bus stand,161,2025-02-10,N
2510,2422,4053,Arrest,2025-08-22,13:15,his residence,1815,2025-08-23,N
2511,2423,4054,Arrest,2024-12-07,02:04,the railway station,163,2024-12-08,Y
2512,2423,4056,Arrest,2024-12-31,15:02,the bus stand,160,2025-01-01,Y
2513,2426,4061,Arrest,2026-05-01,11:58,the bus stand,970,2026-05-02,N
2514,2427,4062,Arrest,2025-01-27,02:10,a lodge in the town,2142,2025-01-28,N
2515,2428,4064,Surrender,2026-05-18,21:26,the taluk border check post,1820,2026-05-19,Y
2516,2429,4065,Arrest,2025-01-28,13:00,the highway toll gate,1038,2025-01-29,Y
2517,2431,4067,Arrest,2024-04-03,15:47,the village outskirts,540,2024-04-04,Y
2518,2433,4070,Arrest,2024-05-06,02:00,the taluk border check post,540,2024-05-07,N
2519,2434,4072,Arrest,2022-07-19,23:41,the taluk border check post,2372,2022-07-20,Y
2520,2435,4073,Arrest,2022-07-15,20:44,his residence,2372,2022-07-16,Y
2521,2436,4074,Arrest,2025-04-30,01:36,the taluk border check post,810,2025-05-01,N
2522,2436,4075,Arrest,2025-05-04,21:01,the railway station,811,2025-05-05,Y
2523,2436,4076,Arrest,2025-04-01,19:33,the railway station,813,2025-04-02,Y
2524,2436,4077,Arrest,2025-04-26,15:55,a lodge in the town,811,2025-04-27,Y
2525,2437,4079,Arrest,2025-05-02,09:39,a lodge in the town,808,2025-05-03,Y
2526,2439,4081,Arrest,2025-10-14,00:14,the village outskirts,1809,2025-10-15,N
2527,2439,4082,Arrest,2025-11-03,15:22,the vegetable market,1810,2025-11-04,N
2528,2440,4083,Surrender,2025-05-02,13:18,the taluk border check post,1809,2025-05-03,Y
2529,2440,4084,Arrest,2025-05-04,19:57,the railway station,1811,2025-05-05,N
2530,2441,4086,Arrest,2025-02-25,07:22,the village outskirts,161,2025-02-26,Y
2531,2441,4087,Arrest,2025-02-01,15:07,a lodge in the town,162,2025-02-02,Y
2532,2442,4088,Surrender,2025-01-10,08:18,the vegetable market,163,2025-01-11,N
2533,2442,4089,Arrest,2025-01-13,19:17,the village outskirts,158,2025-01-14,N
2534,2444,4092,Arrest,2024-12-30,09:43,the highway toll gate,350,2024-12-31,Y
2535,2445,4093,Arrest,2026-08-03,16:09,the highway toll gate,182,2026-08-04,N
2536,2448,4096,Arrest,2021-11-18,10:47,the highway toll gate,186,2021-11-19,N
2537,2449,4097,Arrest,2022-10-06,13:57,a lodge in the town,186,2022-10-07,Y
2538,2450,4098,Arrest,2022-09-14,14:06,the taluk border check post,182,2022-09-15,Y
2539,2450,4099,Arrest,2022-09-06,06:13,the bus stand,183,2022-09-07,Y
2540,2450,4100,Arrest,2022-09-05,07:31,his residence,187,2022-09-06,Y
2541,2451,4102,Arrest,2022-02-21,15:42,the vegetable market,2511,2022-02-22,Y
2542,2451,4103,Surrender,2022-03-22,11:13,the vegetable market,2513,2022-03-23,Y
2543,2452,4104,Arrest,2024-11-06,08:30,the railway station,289,2024-11-07,N
2544,2452,4105,Arrest,2024-11-24,23:33,the vegetable market,295,2024-11-25,N
2545,2452,4106,Arrest,2024-10-20,08:25,the village outskirts,294,2024-10-21,Y
2546,2453,4107,Arrest,2021-06-09,20:28,the village outskirts,2511,2021-06-10,N
2547,2454,4110,Arrest,2022-08-24,21:09,the vegetable market,2517,2022-08-25,N
2548,2455,4111,Arrest,2022-08-11,09:16,the taluk border check post,1472,2022-08-12,N
2549,2457,4113,Arrest,2021-09-28,02:54,the vegetable market,126,2021-09-29,N
2550,2457,4114,Arrest,2021-09-23,15:44,the bus stand,126,2021-09-24,Y
2551,2458,4115,Arrest,2021-07-05,09:33,his residence,126,2021-07-06,N
2552,2459,4116,Arrest,2023-09-16,08:29,the highway toll gate,126,2023-09-17,N
2553,2461,4118,Arrest,2023-12-30,03:08,his residence,1923,2023-12-31,Y
2554,2462,4119,Arrest,2025-04-29,06:42,the taluk border check post,1818,2025-04-30,N
2555,2463,4120,Arrest,2021-12-03,16:06,the village outskirts,850,2021-12-04,Y
2556,2463,4121,Arrest,2021-12-08,17:55,the highway toll gate,851,2021-12-09,N
2557,2465,4123,Arrest,2025-09-26,22:50,the vegetable market,1215,2025-09-27,Y
2558,2466,4124,Arrest,2025-05-21,20:28,the railway station,1346,2025-05-22,N
2559,2467,4125,Arrest,2025-02-10,04:20,the bus stand,292,2025-02-11,N
2560,2467,4126,Arrest,2025-01-13,19:02,the railway station,294,2025-01-14,Y
2561,2468,4127,Arrest,2025-06-30,08:43,a lodge in the town,47,2025-07-01,Y
2562,2469,4129,Arrest,2025-03-18,12:31,the railway station,284,2025-03-19,Y
2563,2471,4131,Arrest,2025-03-23,13:01,his residence,282,2025-03-24,Y
2564,2472,4132,Surrender,2024-12-27,03:03,the taluk border check post,283,2024-12-28,Y
2565,2472,4134,Arrest,2025-01-03,09:21,the vegetable market,287,2025-01-04,Y
2566,2473,4135,Arrest,2025-03-27,20:51,the taluk border check post,283,2025-03-28,Y
2567,2474,4136,Arrest,2025-07-21,08:07,the bus stand,285,2025-07-22,Y
2568,2476,4139,Arrest,2025-02-01,17:39,the vegetable market,285,2025-02-02,N
2569,2477,4141,Arrest,2025-02-09,15:28,the vegetable market,287,2025-02-10,Y
2570,2478,4143,Arrest,2024-10-12,15:01,the railway station,285,2024-10-13,Y
2571,2479,4144,Arrest,2024-04-17,17:14,the taluk border check post,285,2024-04-18,Y
2572,2480,4146,Arrest,2025-07-08,13:43,a lodge in the town,2518,2025-07-09,N
2573,2480,4147,Arrest,2025-07-31,04:27,the railway station,2515,2025-08-01,Y
2574,2482,4151,Arrest,2025-01-23,10:41,the vegetable market,285,2025-01-24,Y
2575,2483,4154,Surrender,2025-05-26,22:59,the highway toll gate,285,2025-05-27,N
2576,2484,4155,Arrest,2025-07-03,14:34,the highway toll gate,2124,2025-07-04,Y
2577,2484,4156,Arrest,2025-06-21,10:02,the railway station,2124,2025-06-22,Y
2578,2484,4158,Arrest,2025-06-26,21:03,his residence,2123,2025-06-27,N
2579,2486,4160,Arrest,2024-10-05,15:23,the taluk border check post,2169,2024-10-06,N
2580,2487,4161,Arrest,2025-05-17,04:34,the vegetable market,2169,2025-05-18,N
2581,2488,4163,Arrest,2024-11-27,04:11,the taluk border check post,2163,2024-11-28,Y
2582,2488,4164,Surrender,2024-11-01,00:00,the village outskirts,2167,2024-11-02,N
2583,2488,4165,Arrest,2024-11-05,20:29,a lodge in the town,2162,2024-11-06,N
2584,2489,4166,Arrest,2025-04-11,07:50,the highway toll gate,2163,2025-04-12,N
2585,2490,4168,Surrender,2024-11-23,13:06,the taluk border check post,2166,2024-11-24,Y
2586,2490,4170,Arrest,2024-12-05,15:36,the village outskirts,2162,2024-12-06,Y
2587,2492,4172,Arrest,2021-11-18,18:10,a lodge in the town,1322,2021-11-19,N
2588,2493,4173,Arrest,2024-12-07,20:31,the bus stand,1628,2024-12-08,Y
2589,2493,4174,Arrest,2024-11-27,09:42,the vegetable market,1632,2024-11-28,Y
2590,2493,4175,Arrest,2024-11-19,05:48,the vegetable market,1630,2024-11-20,N
2591,2495,4178,Arrest,2024-11-17,08:57,the taluk border check post,370,2024-11-18,Y
2592,2496,4179,Arrest,2025-06-12,04:32,the railway station,815,2025-06-13,Y
2593,2499,4184,Arrest,2026-06-20,13:48,the railway station,281,2026-06-21,Y
2594,2499,4185,Arrest,2026-06-15,14:56,the highway toll gate,275,2026-06-16,N
2595,2500,4188,Surrender,2025-04-09,13:04,a lodge in the town,1028,2025-04-10,Y
2596,2501,4189,Arrest,2023-03-04,04:25,the highway toll gate,2254,2023-03-05,Y
2597,2503,4191,Arrest,2025-08-29,04:46,the taluk border check post,281,2025-08-30,Y
2598,2504,4194,Arrest,2025-10-09,17:16,the village outskirts,279,2025-10-10,N
2599,2504,4195,Arrest,2025-10-28,14:09,his residence,274,2025-10-29,Y
2600,2505,4196,Arrest,2025-08-24,21:30,the taluk border check post,2041,2025-08-25,N
2601,2509,4201,Arrest,2022-02-14,06:37,the village outskirts,1835,2022-02-15,Y
2602,2509,4202,Arrest,2022-03-01,07:03,a lodge in the town,1835,2022-03-02,N
2603,2509,4203,Arrest,2022-02-11,15:34,a lodge in the town,1836,2022-02-12,N
2604,2510,4204,Arrest,2022-12-29,20:08,the railway station,1835,2022-12-30,Y
2605,2511,4205,Arrest,2023-03-30,04:51,his residence,1835,2023-03-31,Y
2606,2512,4207,Arrest,2021-09-07,16:40,his residence,1836,2021-09-08,Y
2607,2513,4208,Arrest,2022-12-11,04:58,his residence,1835,2022-12-12,N
2608,2514,4211,Arrest,2023-11-07,23:01,a lodge in the town,1839,2023-11-08,Y
2609,2514,4212,Arrest,2023-11-14,02:55,the highway toll gate,1839,2023-11-15,N
2610,2515,4213,Arrest,2024-01-15,15:46,his residence,2081,2024-01-16,N
2611,2517,4215,Arrest,2026-05-23,08:57,the highway toll gate,2075,2026-05-24,Y
2612,2518,4216,Arrest,2025-03-27,08:11,the bus stand,2078,2025-03-28,N
2613,2519,4217,Arrest,2026-05-23,19:44,the taluk border check post,2078,2026-05-24,Y
2614,2520,4218,Arrest,2024-01-15,02:18,the taluk border check post,243,2024-01-16,N
2615,2521,4219,Arrest,2026-06-06,05:44,a lodge in the town,802,2026-06-07,Y
2616,2522,4220,Arrest,2025-07-08,05:20,the highway toll gate,2078,2025-07-09,Y
2617,2524,4222,Arrest,2024-09-20,08:25,his residence,958,2024-09-21,Y
2618,2526,4225,Arrest,2025-05-24,13:02,the bus stand,1916,2025-05-25,Y
2619,2527,4227,Arrest,2023-09-29,03:03,the taluk border check post,305,2023-09-30,Y
2620,2527,4228,Surrender,2023-09-03,18:56,the taluk border check post,305,2023-09-04,N
2621,2528,4230,Arrest,2024-09-20,05:47,his residence,1871,2024-09-21,Y
2622,2528,4231,Arrest,2024-10-09,08:06,the taluk border check post,1870,2024-10-10,N
2623,2529,4233,Arrest,2025-02-16,22:22,his residence,1871,2025-02-17,Y
2624,2530,4235,Arrest,2024-01-07,12:04,the railway station,302,2024-01-08,Y
2625,2531,4236,Arrest,2024-01-16,05:11,the vegetable market,297,2024-01-17,Y
2626,2532,4237,Arrest,2024-03-05,09:42,the bus stand,297,2024-03-06,Y
2627,2533,4238,Arrest,2024-05-31,22:03,the taluk border check post,301,2024-06-01,Y
2628,2533,4239,Arrest,2024-06-22,15:40,his residence,306,2024-06-23,N
2629,2534,4241,Arrest,2023-08-05,14:15,the village outskirts,298,2023-08-06,Y
2630,2535,4242,Arrest,2024-01-20,12:23,the vegetable market,297,2024-01-21,N
2631,2535,4243,Arrest,2024-01-19,07:26,a lodge in the town,303,2024-01-20,N
2632,2535,4244,Surrender,2024-02-13,21:02,the taluk border check post,299,2024-02-14,Y
2633,2536,4245,Arrest,2023-10-03,18:46,the vegetable market,297,2023-10-04,Y
2634,2536,4246,Arrest,2023-10-21,21:05,a lodge in the town,302,2023-10-22,Y
2635,2536,4247,Arrest,2023-10-15,00:13,the bus stand,304,2023-10-16,Y
2636,2537,4248,Arrest,2023-03-30,19:41,the bus stand,2307,2023-03-31,N
2637,2538,4251,Arrest,2026-02-25,09:07,the village outskirts,304,2026-02-26,Y
2638,2538,4252,Arrest,2026-02-25,10:25,the railway station,297,2026-02-26,N
2639,2538,4253,Arrest,2026-02-21,11:12,the village outskirts,305,2026-02-22,Y
2640,2538,4254,Arrest,2026-03-04,03:06,the village outskirts,299,2026-03-05,N
2641,2539,4256,Arrest,2022-10-17,09:54,the bus stand,2307,2022-10-18,N
2642,2540,4259,Surrender,2026-05-19,11:15,the taluk border check post,299,2026-05-20,Y
2643,2541,4260,Arrest,2024-03-26,02:15,the bus stand,1655,2024-03-27,N
2644,2542,4262,Arrest,2023-09-30,00:30,the highway toll gate,2004,2023-10-01,Y
2645,2542,4263,Arrest,2023-10-28,19:51,the vegetable market,2007,2023-10-29,N
2646,2545,4266,Arrest,2024-02-10,01:03,the highway toll gate,1271,2024-02-11,N
2647,2545,4267,Arrest,2024-01-20,06:01,the vegetable market,1272,2024-01-21,N
2648,2546,4268,Arrest,2026-07-19,15:15,the vegetable market,232,2026-07-20,Y
2649,2548,4272,Arrest,2024-05-09,04:47,the railway station,2023,2024-05-10,Y
2650,2548,4273,Arrest,2024-04-11,23:39,a lodge in the town,2024,2024-04-12,N
2651,2549,4274,Arrest,2021-10-17,08:40,the railway station,2146,2021-10-18,Y
2652,2550,4275,Arrest,2023-06-02,05:25,the vegetable market,2004,2023-06-03,Y
2653,2550,4276,Arrest,2023-06-22,16:11,the taluk border check post,2005,2023-06-23,Y
2654,2550,4277,Arrest,2023-05-29,10:11,the railway station,2003,2023-05-30,N
2655,2551,4278,Surrender,2025-05-21,10:38,the highway toll gate,280,2025-05-22,Y
2656,2552,4279,Arrest,2026-03-29,00:46,the taluk border check post,2173,2026-03-30,Y
2657,2554,4281,Arrest,2026-08-08,08:02,the highway toll gate,283,2026-08-09,Y
2658,2554,4283,Arrest,2026-06-27,23:29,the vegetable market,284,2026-06-28,N
2659,2555,4284,Arrest,2023-06-02,15:33,the highway toll gate,1898,2023-06-03,N
2660,2555,4286,Arrest,2023-06-18,14:57,the taluk border check post,1900,2023-06-19,N
2661,2556,4287,Arrest,2025-01-28,08:21,the railway station,252,2025-01-29,Y
2662,2557,4291,Arrest,2024-09-30,16:06,a lodge in the town,252,2024-10-01,Y
2663,2558,4292,Arrest,2024-07-17,13:12,his residence,252,2024-07-18,N
2664,2559,4293,Arrest,2024-10-28,21:52,the bus stand,253,2024-10-29,Y
2665,2560,4294,Surrender,2024-07-19,13:44,his residence,254,2024-07-20,N
2666,2561,4295,Arrest,2024-01-25,08:32,the village outskirts,2003,2024-01-26,Y
2667,2561,4296,Arrest,2024-02-05,17:54,the vegetable market,2007,2024-02-06,Y
2668,2561,4298,Arrest,2024-01-28,05:29,the village outskirts,2003,2024-01-29,N
2669,2563,4302,Arrest,2023-08-23,06:10,his residence,2008,2023-08-24,Y
2670,2564,4303,Arrest,2022-07-17,07:24,the highway toll gate,1703,2022-07-18,Y
2671,2565,4306,Arrest,2023-07-09,08:04,his residence,760,2023-07-10,Y
2672,2571,4313,Surrender,2024-10-28,02:53,the railway station,1879,2024-10-29,Y
2673,2573,4317,Arrest,2026-01-09,07:37,the village outskirts,9,2026-01-10,Y
2674,2574,4320,Arrest,2024-07-26,00:13,the highway toll gate,1760,2024-07-27,Y
2675,2574,4321,Surrender,2024-08-03,20:46,the vegetable market,1760,2024-08-04,N
2676,2574,4322,Arrest,2024-08-28,04:19,the village outskirts,1753,2024-08-29,N
2677,2575,4323,Arrest,2025-07-24,13:28,a lodge in the town,272,2025-07-25,N
2678,2578,4328,Arrest,2026-03-23,08:31,the vegetable market,9,2026-03-24,Y
2679,2579,4331,Arrest,2024-11-05,00:35,the railway station,1879,2024-11-06,N
2680,2580,4332,Arrest,2026-03-15,14:20,a lodge in the town,1884,2026-03-16,Y
2681,2581,4334,Arrest,2021-11-28,19:00,the vegetable market,221,2021-11-29,N
2682,2582,4335,Arrest,2021-09-23,10:33,the vegetable market,220,2021-09-24,N
2683,2583,4339,Surrender,2025-07-15,22:49,the railway station,806,2025-07-16,Y
2684,2585,4343,Arrest,2023-06-05,03:59,the highway toll gate,1512,2023-06-06,N
2685,2587,4347,Arrest,2022-11-08,00:13,the highway toll gate,1510,2022-11-09,N
2686,2589,4349,Arrest,2023-05-02,21:46,the village outskirts,1513,2023-05-03,N
2687,2589,4350,Arrest,2023-04-21,12:42,a lodge in the town,1512,2023-04-22,N
2688,2590,4351,Arrest,2025-02-02,05:32,the highway toll gate,2128,2025-02-03,N
2689,2590,4352,Arrest,2025-01-11,05:36,the bus stand,2133,2025-01-12,Y
2690,2591,4353,Surrender,2023-11-08,16:58,the village outskirts,2031,2023-11-09,Y
2691,2591,4354,Arrest,2023-12-03,23:18,the bus stand,2028,2023-12-04,N
2692,2591,4355,Arrest,2023-11-22,05:40,his residence,2029,2023-11-23,Y
2693,2591,4356,Arrest,2023-11-01,12:22,the vegetable market,2035,2023-11-02,Y
2694,2591,4357,Arrest,2023-11-30,04:38,his residence,2027,2023-12-01,Y
2695,2592,4358,Arrest,2023-02-14,06:23,his residence,2035,2023-02-15,Y
2696,2593,4359,Surrender,2023-06-02,03:29,the railway station,2035,2023-06-03,Y
2697,2593,4360,Arrest,2023-06-01,09:29,his residence,2032,2023-06-02,Y
2698,2594,4361,Arrest,2021-12-02,02:14,the village outskirts,2016,2021-12-03,Y
2699,2595,4362,Arrest,2022-04-21,02:31,the railway station,2016,2022-04-22,Y
2700,2596,4363,Arrest,2022-01-16,01:56,the vegetable market,2013,2022-01-17,Y
2701,2597,4364,Surrender,2025-12-26,10:19,the village outskirts,807,2025-12-27,N
2702,2597,4365,Surrender,2025-12-07,22:10,the vegetable market,806,2025-12-08,Y
2703,2598,4366,Arrest,2022-05-01,19:09,the village outskirts,2016,2022-05-02,Y
2704,2599,4367,Arrest,2022-01-05,16:29,the village outskirts,2011,2022-01-06,Y
2705,2600,4370,Arrest,2021-12-20,14:08,the railway station,2011,2021-12-21,N
2706,2600,4371,Arrest,2021-12-08,14:23,the highway toll gate,2014,2021-12-09,Y
2707,2603,4374,Arrest,2025-01-02,18:11,the highway toll gate,2029,2025-01-03,Y
2708,2604,4377,Arrest,2024-05-29,19:56,the bus stand,1373,2024-05-30,Y
2709,2604,4378,Arrest,2024-05-19,17:20,the taluk border check post,1367,2024-05-20,N
2710,2606,4380,Arrest,2024-01-25,19:03,a lodge in the town,2029,2024-01-26,N
2711,2607,4381,Surrender,2023-06-30,19:50,the highway toll gate,2424,2023-07-01,N
2712,2608,4382,Surrender,2021-08-17,12:57,the taluk border check post,829,2021-08-18,Y
2713,2608,4383,Arrest,2021-09-16,06:04,his residence,834,2021-09-17,N
2714,2609,4385,Arrest,2024-11-03,01:11,his residence,1330,2024-11-04,N
2715,2610,4388,Arrest,2026-06-20,18:39,the bus stand,305,2026-06-21,N
2716,2611,4389,Arrest,2021-04-22,16:02,the highway toll gate,1680,2021-04-23,Y
2717,2612,4390,Arrest,2026-06-15,12:54,the railway station,306,2026-06-16,N
2718,2613,4393,Arrest,2021-06-30,23:32,the railway station,1455,2021-07-01,Y
2719,2616,4396,Arrest,2026-01-12,13:35,the taluk border check post,279,2026-01-13,N
2720,2616,4398,Arrest,2026-01-05,20:36,the taluk border check post,275,2026-01-06,N
2721,2616,4399,Arrest,2026-01-20,09:37,a lodge in the town,276,2026-01-21,N
2722,2617,4401,Arrest,2024-07-25,04:45,his residence,807,2024-07-26,N
2723,2617,4402,Arrest,2024-08-04,03:55,the vegetable market,804,2024-08-05,Y
2724,2618,4403,Arrest,2025-09-28,10:42,the highway toll gate,2512,2025-09-29,Y
2725,2619,4404,Arrest,2024-12-19,20:40,the taluk border check post,1771,2024-12-20,Y
2726,2620,4405,Arrest,2024-08-30,13:17,the taluk border check post,1861,2024-08-31,Y
2727,2621,4406,Arrest,2025-11-09,03:31,his residence,475,2025-11-10,N
2728,2622,4407,Arrest,2026-02-07,00:07,the bus stand,475,2026-02-08,Y
2729,2623,4410,Arrest,2026-07-05,07:00,his residence,1625,2026-07-06,N
2730,2624,4411,Arrest,2025-06-08,07:37,the village outskirts,475,2025-06-09,Y
2731,2624,4412,Arrest,2025-06-18,11:30,the highway toll gate,472,2025-06-19,Y
2732,2624,4413,Arrest,2025-06-16,22:28,the taluk border check post,477,2025-06-17,Y
2733,2625,4414,Arrest,2026-07-13,07:54,the railway station,276,2026-07-14,N
